"Crovir_ID","Crovir_ProtID","HumanID"
"crovir-transcript-14954","crovir-protein-14954","NP_004834.1"
"crovir-transcript-14966","crovir-protein-14966","XP_005259948.1"
"crovir-transcript-14958","crovir-protein-14958","NP_001278220.1"
"crovir-transcript-14960","crovir-protein-14960","NP_006003.1"
"crovir-transcript-14962","crovir-protein-14962","NP_001159765.1"
"crovir-transcript-14959","crovir-protein-14959","XP_016882844.1"
"crovir-transcript-14963","crovir-protein-14963","NP_001305051.1"
"crovir-transcript-14969","crovir-protein-14969","XP_005259725.1"
"crovir-transcript-14961","crovir-protein-14961","XP_024307243.1"
"crovir-transcript-14967","crovir-protein-14967","XP_011526576.1"
"crovir-transcript-14964","crovir-protein-14964","NP_775960.4"
"crovir-transcript-14968","crovir-protein-14968","XP_011507548.1"
"crovir-transcript-14947","crovir-protein-14947","NP_006079.1"
"crovir-transcript-14948","crovir-protein-14948","NP_003704.3"
"crovir-transcript-14943","crovir-protein-14943","NP_003798.2"
"crovir-transcript-14946","crovir-protein-14946","NP_149053.1"
"crovir-transcript-14949","crovir-protein-14949","NP_000055.2"
"crovir-transcript-14950","crovir-protein-14950","NP_000055.2"
"crovir-transcript-14980","crovir-protein-14980","NP_000055.2"
"crovir-transcript-14979","crovir-protein-14979","NP_000055.2"
"crovir-transcript-14976","crovir-protein-14976","XP_006723003.1"
"crovir-transcript-14978","crovir-protein-14978","NP_001248337.1"
"crovir-transcript-14988","crovir-protein-14988","NP_005419.2"
"crovir-transcript-14989","crovir-protein-14989","NP_001122321.1"
"crovir-transcript-14990","crovir-protein-14990","NP_001122321.1"
"crovir-transcript-14991","crovir-protein-14991","NP_001366.1"
"crovir-transcript-14995","crovir-protein-14995",NA
"crovir-transcript-14993","crovir-protein-14993","NP_006554.1"
"crovir-transcript-14985","crovir-protein-14985","XP_011526201.1"
"crovir-transcript-14992","crovir-protein-14992","NP_001099048.1"
"crovir-transcript-14986","crovir-protein-14986",NA
"crovir-transcript-14994","crovir-protein-14994","XP_024307187.1"
"crovir-transcript-14987","crovir-protein-14987","NP_004334.1"
"crovir-transcript-14974","crovir-protein-14974","NP_000229.1"
"crovir-transcript-14975","crovir-protein-14975","XP_011510411.1"
"crovir-transcript-14970","crovir-protein-14970","NP_001259001.1"
"crovir-transcript-14971","crovir-protein-14971",NA
"crovir-transcript-14973","crovir-protein-14973","NP_612367.1"
"crovir-transcript-14972","crovir-protein-14972","NP_061855.1"
"crovir-transcript-14998","crovir-protein-14998","NP_954592.1"
"crovir-transcript-14997","crovir-protein-14997","NP_954592.1"
"crovir-transcript-14996","crovir-protein-14996","NP_005852.2"
"crovir-transcript-14981","crovir-protein-14981","XP_011518905.1"
"crovir-transcript-14982","crovir-protein-14982","NP_002346.1"
"crovir-transcript-15003","crovir-protein-15003","NP_003297.1"
"crovir-transcript-15006","crovir-protein-15006","NP_001005360.1"
"crovir-transcript-15005","crovir-protein-15005","NP_001407.1"
"crovir-transcript-15001","crovir-protein-15001","NP_001005360.1"
"crovir-transcript-14999","crovir-protein-14999","NP_112486.1"
"crovir-transcript-15002","crovir-protein-15002","XP_006722696.1"
"crovir-transcript-15000","crovir-protein-15000","NP_775754.2"
"crovir-transcript-15008","crovir-protein-15008","NP_065394.1"
"crovir-transcript-15009","crovir-protein-15009","NP_001159583.1"
"crovir-transcript-15012","crovir-protein-15012","NP_149014.3"
"crovir-transcript-15010","crovir-protein-15010","XP_024307098.1"
"crovir-transcript-15011","crovir-protein-15011","XP_024307098.1"
"crovir-transcript-15015","crovir-protein-15015","NP_116274.3"
"crovir-transcript-15018","crovir-protein-15018","NP_075384.3"
"crovir-transcript-15017","crovir-protein-15017","NP_001791.1"
"crovir-transcript-15016","crovir-protein-15016","NP_001123996.1"
"crovir-transcript-15007","crovir-protein-15007","NP_065751.1"
"crovir-transcript-15013","crovir-protein-15013","NP_112486.1"
"crovir-transcript-15014","crovir-protein-15014",NA
"crovir-transcript-15025","crovir-protein-15025","XP_005260054.1"
"crovir-transcript-15026","crovir-protein-15026","XP_005260054.1"
"crovir-transcript-15024","crovir-protein-15024","NP_006466.2"
"crovir-transcript-15022","crovir-protein-15022","NP_002865.1"
"crovir-transcript-15021","crovir-protein-15021","XP_011539350.1"
"crovir-transcript-15023","crovir-protein-15023","NP_443082.2"
"crovir-transcript-15020","crovir-protein-15020","XP_005259974.1"
"crovir-transcript-15019","crovir-protein-15019","XP_005259974.1"
"crovir-transcript-15034","crovir-protein-15034","XP_024307284.1"
"crovir-transcript-15032","crovir-protein-15032","XP_024304767.1"
"crovir-transcript-15029","crovir-protein-15029","NP_002898.2"
"crovir-transcript-15033","crovir-protein-15033","NP_001104504.1"
"crovir-transcript-15031","crovir-protein-15031","NP_079130.2"
"crovir-transcript-15028","crovir-protein-15028","XP_016882845.1"
"crovir-transcript-15036","crovir-protein-15036","XP_016881778.1"
"crovir-transcript-15035","crovir-protein-15035","NP_001186608.1"
"crovir-transcript-15030","crovir-protein-15030","NP_057665.2"
"crovir-transcript-15027","crovir-protein-15027","NP_620138.2"
"crovir-transcript-15041","crovir-protein-15041","NP_001276032.1"
"crovir-transcript-15037","crovir-protein-15037","NP_659482.3"
"crovir-transcript-15039","crovir-protein-15039","NP_001155088.2"
"crovir-transcript-15040","crovir-protein-15040","NP_787067.2"
"crovir-transcript-15046","crovir-protein-15046","XP_005260074.1"
"crovir-transcript-15045","crovir-protein-15045","XP_016881744.1"
"crovir-transcript-15042","crovir-protein-15042",NA
"crovir-transcript-15043","crovir-protein-15043","NP_004274.1"
"crovir-transcript-15047","crovir-protein-15047","XP_011538762.1"
"crovir-transcript-15044","crovir-protein-15044","NP_060890.2"
"crovir-transcript-15049","crovir-protein-15049","NP_000692.2"
"crovir-transcript-15052","crovir-protein-15052",NA
"crovir-transcript-15053","crovir-protein-15053","NP_071418.2"
"crovir-transcript-15051","crovir-protein-15051","NP_005685.1"
"crovir-transcript-15048","crovir-protein-15048","NP_203528.2"
"crovir-transcript-15056","crovir-protein-15056","NP_002084.2"
"crovir-transcript-15059","crovir-protein-15059","NP_002084.2"
"crovir-transcript-15058","crovir-protein-15058","NP_001306167.1"
"crovir-transcript-15054","crovir-protein-15054","NP_003085.1"
"crovir-transcript-15055","crovir-protein-15055","NP_001093148.1"
"crovir-transcript-15081","crovir-protein-15081","NP_009016.1"
"crovir-transcript-15075","crovir-protein-15075","NP_004538.2"
"crovir-transcript-15082","crovir-protein-15082","NP_000178.2"
"crovir-transcript-15080","crovir-protein-15080","NP_000178.2"
"crovir-transcript-15078","crovir-protein-15078","XP_016861716.1"
"crovir-transcript-15076","crovir-protein-15076","NP_005504.2"
"crovir-transcript-15077","crovir-protein-15077","NP_001335272.1"
"crovir-transcript-15079","crovir-protein-15079","XP_011510649.1"
"crovir-transcript-15073","crovir-protein-15073","NP_001056.1"
"crovir-transcript-15070","crovir-protein-15070","NP_079375.3"
"crovir-transcript-15071","crovir-protein-15071","NP_001681.2"
"crovir-transcript-15068","crovir-protein-15068","NP_079422.1"
"crovir-transcript-15069","crovir-protein-15069","NP_001009899.3"
"crovir-transcript-15072","crovir-protein-15072","NP_001309223.1"
"crovir-transcript-15064","crovir-protein-15064","NP_612482.2"
"crovir-transcript-15067","crovir-protein-15067","XP_011540445.2"
"crovir-transcript-15060","crovir-protein-15060","NP_000091.1"
"crovir-transcript-15065","crovir-protein-15065","NP_001017928.1"
"crovir-transcript-15063","crovir-protein-15063","NP_055182.3"
"crovir-transcript-15066","crovir-protein-15066","NP_002255.3"
"crovir-transcript-15074","crovir-protein-15074","XP_006710548.1"
"crovir-transcript-15083","crovir-protein-15083","NP_009171.1"
"crovir-transcript-15092","crovir-protein-15092","XP_011539923.1"
"crovir-transcript-15091","crovir-protein-15091","NP_006775.1"
"crovir-transcript-15093","crovir-protein-15093","NP_996879.1"
"crovir-transcript-15084","crovir-protein-15084","XP_005271218.1"
"crovir-transcript-15085","crovir-protein-15085","NP_056651.1"
"crovir-transcript-15086","crovir-protein-15086","NP_000853.1"
"crovir-transcript-15089","crovir-protein-15089","NP_006690.1"
"crovir-transcript-15090","crovir-protein-15090","NP_006690.1"
"crovir-transcript-15088","crovir-protein-15088","NP_001171536.1"
"crovir-transcript-15102","crovir-protein-15102","XP_016875233.1"
"crovir-transcript-15094","crovir-protein-15094","NP_001098117.1"
"crovir-transcript-15101","crovir-protein-15101","XP_006719226.1"
"crovir-transcript-15096","crovir-protein-15096","NP_113679.1"
"crovir-transcript-15097","crovir-protein-15097","NP_001341275.1"
"crovir-transcript-15100","crovir-protein-15100","NP_001725.1"
"crovir-transcript-15098","crovir-protein-15098","XP_024304561.1"
"crovir-transcript-15103","crovir-protein-15103","NP_006322.4"
"crovir-transcript-15095","crovir-protein-15095","NP_001138303.1"
"crovir-transcript-15105","crovir-protein-15105","NP_536859.1"
"crovir-transcript-15099","crovir-protein-15099","NP_001288763.1"
"crovir-transcript-15104","crovir-protein-15104","NP_001007027.1"
"crovir-transcript-15119","crovir-protein-15119","NP_001966.1"
"crovir-transcript-15120","crovir-protein-15120","NP_001152759.1"
"crovir-transcript-15115","crovir-protein-15115","NP_001092006.1"
"crovir-transcript-15113","crovir-protein-15113","NP_112589.1"
"crovir-transcript-15116","crovir-protein-15116","NP_055077.2"
"crovir-transcript-15117","crovir-protein-15117","NP_062832.1"
"crovir-transcript-15118","crovir-protein-15118","NP_000607.1"
"crovir-transcript-15112","crovir-protein-15112","NP_002277.4"
"crovir-transcript-15111","crovir-protein-15111",NA
"crovir-transcript-15106","crovir-protein-15106","NP_005430.1"
"crovir-transcript-15110","crovir-protein-15110","NP_001157565.1"
"crovir-transcript-15107","crovir-protein-15107","XP_011519228.1"
"crovir-transcript-15108","crovir-protein-15108","XP_011519219.1"
"crovir-transcript-15109","crovir-protein-15109","NP_001121054.1"
"crovir-transcript-15123","crovir-protein-15123","XP_024304570.1"
"crovir-transcript-15122","crovir-protein-15122","XP_011519249.1"
"crovir-transcript-15127","crovir-protein-15127","NP_001276674.1"
"crovir-transcript-15125","crovir-protein-15125","NP_055680.3"
"crovir-transcript-15121","crovir-protein-15121","NP_057581.2"
"crovir-transcript-15124","crovir-protein-15124","NP_055046.1"
"crovir-transcript-15126","crovir-protein-15126","NP_001153048.1"
"crovir-transcript-15131","crovir-protein-15131","NP_001137151.1"
"crovir-transcript-15132","crovir-protein-15132",NA
"crovir-transcript-15129","crovir-protein-15129","NP_001137151.1"
"crovir-transcript-15133","crovir-protein-15133","XP_016857460.1"
"crovir-transcript-15128","crovir-protein-15128",NA
"crovir-transcript-15130","crovir-protein-15130","NP_116764.2"
"crovir-transcript-15135","crovir-protein-15135","NP_000074.2"
"crovir-transcript-15134","crovir-protein-15134","XP_016868076.1"
"crovir-transcript-15137","crovir-protein-15137","NP_005223.4"
"crovir-transcript-15139","crovir-protein-15139","XP_005250050.1"
"crovir-transcript-15138","crovir-protein-15138","NP_061116.5"
"crovir-transcript-15140","crovir-protein-15140","NP_061116.5"
"crovir-transcript-15142","crovir-protein-15142","NP_001296122.1"
"crovir-transcript-15141","crovir-protein-15141","NP_004436.4"
"crovir-transcript-15160","crovir-protein-15160","NP_004436.4"
"crovir-transcript-15158","crovir-protein-15158","NP_001296122.1"
"crovir-transcript-15159","crovir-protein-15159","XP_011528471.1"
"crovir-transcript-15163","crovir-protein-15163","NP_001290343.1"
"crovir-transcript-15164","crovir-protein-15164","NP_001290343.1"
"crovir-transcript-15165","crovir-protein-15165",NA
"crovir-transcript-15150","crovir-protein-15150","NP_056344.2"
"crovir-transcript-15151","crovir-protein-15151","NP_001177694.1"
"crovir-transcript-15153","crovir-protein-15153","NP_037384.1"
"crovir-transcript-15146","crovir-protein-15146","NP_001544.1"
"crovir-transcript-15155","crovir-protein-15155","NP_000929.1"
"crovir-transcript-15143","crovir-protein-15143","NP_115689.1"
"crovir-transcript-15152","crovir-protein-15152","NP_001180437.1"
"crovir-transcript-15156","crovir-protein-15156","XP_016869056.1"
"crovir-transcript-15145","crovir-protein-15145","NP_001185610.1"
"crovir-transcript-15148","crovir-protein-15148","NP_008878.3"
"crovir-transcript-15144","crovir-protein-15144","XP_005265776.1"
"crovir-transcript-15149","crovir-protein-15149","XP_011532659.1"
"crovir-transcript-15168","crovir-protein-15168","NP_001341895.1"
"crovir-transcript-15166","crovir-protein-15166","NP_001385.1"
"crovir-transcript-15170","crovir-protein-15170","NP_003738.2"
"crovir-transcript-15167","crovir-protein-15167","NP_001188258.1"
"crovir-transcript-15174","crovir-protein-15174","XP_016869438.1"
"crovir-transcript-15173","crovir-protein-15173","NP_004216.2"
"crovir-transcript-15171","crovir-protein-15171","NP_001074295.2"
"crovir-transcript-15175","crovir-protein-15175","NP_006562.1"
"crovir-transcript-15177","crovir-protein-15177","XP_016868469.1"
"crovir-transcript-15178","crovir-protein-15178","NP_002086.1"
"crovir-transcript-15179","crovir-protein-15179","NP_000544.2"
"crovir-transcript-15189","crovir-protein-15189","XP_011542890.1"
"crovir-transcript-15192","crovir-protein-15192","NP_001009552.1"
"crovir-transcript-15196","crovir-protein-15196","NP_000628.2"
"crovir-transcript-15193","crovir-protein-15193","NP_003641.3"
"crovir-transcript-15188","crovir-protein-15188","NP_001488.2"
"crovir-transcript-15187","crovir-protein-15187","NP_060695.2"
"crovir-transcript-15194","crovir-protein-15194","NP_001530.1"
"crovir-transcript-15190","crovir-protein-15190","XP_016870320.1"
"crovir-transcript-15191","crovir-protein-15191","NP_006678.1"
"crovir-transcript-15195","crovir-protein-15195","XP_011517438.1"
"crovir-transcript-15182","crovir-protein-15182","NP_001254500.1"
"crovir-transcript-15184","crovir-protein-15184","NP_003380.3"
"crovir-transcript-15185","crovir-protein-15185","NP_006392.1"
"crovir-transcript-15181","crovir-protein-15181","NP_060907.2"
"crovir-transcript-15183","crovir-protein-15183","NP_000371.1"
"crovir-transcript-15209","crovir-protein-15209","NP_002477.1"
"crovir-transcript-15202","crovir-protein-15202","NP_640339.4"
"crovir-transcript-15208","crovir-protein-15208","NP_001159588.1"
"crovir-transcript-15207","crovir-protein-15207","NP_055105.2"
"crovir-transcript-15206","crovir-protein-15206","NP_005808.3"
"crovir-transcript-15205","crovir-protein-15205",NA
"crovir-transcript-15203","crovir-protein-15203","NP_001185971.1"
"crovir-transcript-15204","crovir-protein-15204","NP_001185971.1"
"crovir-transcript-15197","crovir-protein-15197","NP_003019.2"
"crovir-transcript-15211","crovir-protein-15211","NP_001007564.1"
"crovir-transcript-15221","crovir-protein-15221","NP_001127956.1"
"crovir-transcript-15214","crovir-protein-15214","NP_055722.2"
"crovir-transcript-15220","crovir-protein-15220","XP_011516037.1"
"crovir-transcript-15215","crovir-protein-15215",NA
"crovir-transcript-15216","crovir-protein-15216",NA
"crovir-transcript-15213","crovir-protein-15213","NP_077321.3"
"crovir-transcript-15218","crovir-protein-15218","XP_005251604.1"
"crovir-transcript-15210","crovir-protein-15210","NP_055687.1"
"crovir-transcript-15219","crovir-protein-15219","XP_024303484.1"
"crovir-transcript-15200","crovir-protein-15200","NP_055606.1"
"crovir-transcript-15199","crovir-protein-15199","NP_076424.1"
"crovir-transcript-15227","crovir-protein-15227",NA
"crovir-transcript-15224","crovir-protein-15224","NP_073618.3"
"crovir-transcript-15226","crovir-protein-15226","NP_061819.2"
"crovir-transcript-15223","crovir-protein-15223","NP_009027.1"
"crovir-transcript-15225","crovir-protein-15225","NP_001121699.1"
"crovir-transcript-15222","crovir-protein-15222","NP_001304765.1"
"crovir-transcript-15234","crovir-protein-15234","XP_024310012.1"
"crovir-transcript-15235","crovir-protein-15235","NP_001338.2"
"crovir-transcript-15236","crovir-protein-15236","XP_011520489.1"
"crovir-transcript-15232","crovir-protein-15232","XP_016868747.1"
"crovir-transcript-15231","crovir-protein-15231","NP_000228.1"
"crovir-transcript-15239","crovir-protein-15239","NP_053585.1"
"crovir-transcript-15238","crovir-protein-15238","NP_001309134.1"
"crovir-transcript-15247","crovir-protein-15247","XP_011542978.1"
"crovir-transcript-15246","crovir-protein-15246","NP_002018.1"
"crovir-transcript-15243","crovir-protein-15243","XP_006712115.1"
"crovir-transcript-15248","crovir-protein-15248","NP_115786.1"
"crovir-transcript-15244","crovir-protein-15244","NP_001153695.1"
"crovir-transcript-15242","crovir-protein-15242","NP_060575.1"
"crovir-transcript-15249","crovir-protein-15249","NP_001120650.1"
"crovir-transcript-15256","crovir-protein-15256","XP_011511727.1"
"crovir-transcript-15254","crovir-protein-15254","NP_115702.1"
"crovir-transcript-15258","crovir-protein-15258","XP_016882820.1"
"crovir-transcript-15255","crovir-protein-15255","NP_001310446.1"
"crovir-transcript-15261","crovir-protein-15261","NP_000194.2"
"crovir-transcript-15263","crovir-protein-15263","NP_001223.2"
"crovir-transcript-15262","crovir-protein-15262",NA
"crovir-transcript-15266","crovir-protein-15266","NP_004275.4"
"crovir-transcript-15267","crovir-protein-15267","NP_004275.4"
"crovir-transcript-15264","crovir-protein-15264","NP_060762.3"
"crovir-transcript-15279","crovir-protein-15279","NP_060736.1"
"crovir-transcript-15281","crovir-protein-15281","NP_037470.1"
"crovir-transcript-15277","crovir-protein-15277","XP_006719826.1"
"crovir-transcript-15280","crovir-protein-15280","XP_005266504.1"
"crovir-transcript-15278","crovir-protein-15278","XP_016868747.1"
"crovir-transcript-15282","crovir-protein-15282","XP_016868747.1"
"crovir-transcript-15269","crovir-protein-15269","NP_056284.1"
"crovir-transcript-15270","crovir-protein-15270","XP_011516641.1"
"crovir-transcript-15274","crovir-protein-15274","XP_006717090.1"
"crovir-transcript-15272","crovir-protein-15272","XP_011517379.1"
"crovir-transcript-15273","crovir-protein-15273","XP_011516670.1"
"crovir-transcript-15271","crovir-protein-15271","NP_060582.1"
"crovir-transcript-15288","crovir-protein-15288","XP_006717272.1"
"crovir-transcript-15287","crovir-protein-15287","NP_002865.1"
"crovir-transcript-15289","crovir-protein-15289","NP_001300981.1"
"crovir-transcript-15286","crovir-protein-15286","NP_001120829.1"
"crovir-transcript-15292","crovir-protein-15292","NP_062538.5"
"crovir-transcript-15295","crovir-protein-15295","NP_000026.2"
"crovir-transcript-15293","crovir-protein-15293","NP_061924.1"
"crovir-transcript-15294","crovir-protein-15294","NP_004631.1"
"crovir-transcript-15296","crovir-protein-15296",NA
"crovir-transcript-15304","crovir-protein-15304","NP_149040.3"
"crovir-transcript-15307","crovir-protein-15307","NP_067041.1"
"crovir-transcript-15308","crovir-protein-15308","NP_001273965.1"
"crovir-transcript-15309","crovir-protein-15309","NP_115679.2"
"crovir-transcript-15306","crovir-protein-15306","XP_011517567.1"
"crovir-transcript-15301","crovir-protein-15301","XP_011517217.1"
"crovir-transcript-15303","crovir-protein-15303","NP_003349.1"
"crovir-transcript-15324","crovir-protein-15324",NA
"crovir-transcript-15326","crovir-protein-15326","NP_001015882.2"
"crovir-transcript-15319","crovir-protein-15319","NP_001073867.1"
"crovir-transcript-15325","crovir-protein-15325","NP_001036015.1"
"crovir-transcript-15322","crovir-protein-15322","XP_011516993.1"
"crovir-transcript-15327","crovir-protein-15327","NP_001139580.1"
"crovir-transcript-15329","crovir-protein-15329","NP_003320.2"
"crovir-transcript-15330","crovir-protein-15330","NP_000975.2"
"crovir-transcript-15332","crovir-protein-15332","NP_000425.1"
"crovir-transcript-15331","crovir-protein-15331","NP_699197.3"
"crovir-transcript-15313","crovir-protein-15313","XP_005252051.1"
"crovir-transcript-15314","crovir-protein-15314","NP_001338326.1"
"crovir-transcript-15316","crovir-protein-15316","NP_055363.1"
"crovir-transcript-15312","crovir-protein-15312","NP_055363.1"
"crovir-transcript-15317","crovir-protein-15317","NP_055362.1"
"crovir-transcript-15311","crovir-protein-15311","NP_699205.1"
"crovir-transcript-15315","crovir-protein-15315","NP_037375.2"
"crovir-transcript-15336","crovir-protein-15336","NP_002484.1"
"crovir-transcript-15337","crovir-protein-15337","NP_005793.2"
"crovir-transcript-15335","crovir-protein-15335","NP_005793.2"
"crovir-transcript-15338","crovir-protein-15338","NP_055129.2"
"crovir-transcript-15339","crovir-protein-15339","NP_001265281.1"
"crovir-transcript-15348","crovir-protein-15348","NP_001242983.1"
"crovir-transcript-15347","crovir-protein-15347","NP_001335184.1"
"crovir-transcript-15349","crovir-protein-15349","NP_000450.2"
"crovir-transcript-15346","crovir-protein-15346","NP_536739.1"
"crovir-transcript-15345","crovir-protein-15345","NP_001092692.1"
"crovir-transcript-15343","crovir-protein-15343","NP_001026859.1"
"crovir-transcript-15342","crovir-protein-15342","NP_079104.3"
"crovir-transcript-15341","crovir-protein-15341","XP_011516080.2"
"crovir-transcript-15351","crovir-protein-15351","NP_036601.2"
"crovir-transcript-15352","crovir-protein-15352","NP_004927.2"
"crovir-transcript-15353","crovir-protein-15353","NP_002442.2"
"crovir-transcript-15362","crovir-protein-15362","NP_001308832.1"
"crovir-transcript-15363","crovir-protein-15363","XP_016870341.1"
"crovir-transcript-15356","crovir-protein-15356","NP_004520.2"
"crovir-transcript-15357","crovir-protein-15357","NP_001010887.2"
"crovir-transcript-15354","crovir-protein-15354","NP_001001.2"
"crovir-transcript-15361","crovir-protein-15361","NP_001317569.1"
"crovir-transcript-15359","crovir-protein-15359","XP_016869748.1"
"crovir-transcript-15358","crovir-protein-15358","NP_060115.3"
"crovir-transcript-15360","crovir-protein-15360","XP_011516046.1"
"crovir-transcript-15369","crovir-protein-15369","XP_011516365.1"
"crovir-transcript-15367","crovir-protein-15367","NP_060208.2"
"crovir-transcript-15366","crovir-protein-15366","XP_016870305.1"
"crovir-transcript-15379","crovir-protein-15379","NP_001342476.1"
"crovir-transcript-15378","crovir-protein-15378","NP_001342476.1"
"crovir-transcript-15375","crovir-protein-15375","NP_001121689.1"
"crovir-transcript-15380","crovir-protein-15380","NP_001034786.1"
"crovir-transcript-15377","crovir-protein-15377","NP_689787.2"
"crovir-transcript-15376","crovir-protein-15376","NP_689787.2"
"crovir-transcript-15374","crovir-protein-15374","XP_016869805.1"
"crovir-transcript-15373","crovir-protein-15373","NP_001341047.1"
"crovir-transcript-15371","crovir-protein-15371","XP_005251524.1"
"crovir-transcript-15370","crovir-protein-15370","XP_005251524.1"
"crovir-transcript-15381","crovir-protein-15381","NP_001317566.1"
"crovir-transcript-15382","crovir-protein-15382","NP_981948.1"
"crovir-transcript-15385","crovir-protein-15385","XP_016870447.1"
"crovir-transcript-15386","crovir-protein-15386","XP_016870447.1"
"crovir-transcript-15387","crovir-protein-15387","NP_001340926.1"
"crovir-transcript-15388","crovir-protein-15388","NP_001340926.1"
"crovir-transcript-15391","crovir-protein-15391","NP_000161.2"
"crovir-transcript-15394","crovir-protein-15394","NP_690856.1"
"crovir-transcript-15389","crovir-protein-15389","NP_001017969.2"
"crovir-transcript-15390","crovir-protein-15390","NP_079172.2"
"crovir-transcript-15402","crovir-protein-15402","NP_065880.2"
"crovir-transcript-15404","crovir-protein-15404","NP_054862.1"
"crovir-transcript-15401","crovir-protein-15401","NP_060935.2"
"crovir-transcript-15405","crovir-protein-15405","NP_001309123.1"
"crovir-transcript-15403","crovir-protein-15403","NP_005763.3"
"crovir-transcript-15398","crovir-protein-15398","NP_057366.2"
"crovir-transcript-15399","crovir-protein-15399","NP_060383.2"
"crovir-transcript-15397","crovir-protein-15397","NP_001340413.1"
"crovir-transcript-15400","crovir-protein-15400","XP_011516309.1"
"crovir-transcript-15396","crovir-protein-15396","NP_001035878.1"
"crovir-transcript-15407","crovir-protein-15407","XP_024303398.1"
"crovir-transcript-15408","crovir-protein-15408","NP_954592.1"
"crovir-transcript-15412","crovir-protein-15412","NP_003374.3"
"crovir-transcript-15414","crovir-protein-15414","NP_001276325.1"
"crovir-transcript-15415","crovir-protein-15415","NP_001276325.1"
"crovir-transcript-15406","crovir-protein-15406","NP_870987.2"
"crovir-transcript-15409","crovir-protein-15409","NP_001243805.1"
"crovir-transcript-15423","crovir-protein-15423","NP_982272.2"
"crovir-transcript-15421","crovir-protein-15421","NP_060961.3"
"crovir-transcript-15420","crovir-protein-15420","NP_068800.2"
"crovir-transcript-15428","crovir-protein-15428","NP_003549.1"
"crovir-transcript-15429","crovir-protein-15429","NP_000135.2"
"crovir-transcript-15426","crovir-protein-15426","NP_001163887.1"
"crovir-transcript-15427","crovir-protein-15427","NP_001334924.1"
"crovir-transcript-15430","crovir-protein-15430","NP_001154.2"
"crovir-transcript-15419","crovir-protein-15419","XP_005252033.1"
"crovir-transcript-15416","crovir-protein-15416","NP_694999.3"
"crovir-transcript-15417","crovir-protein-15417","NP_055925.2"
"crovir-transcript-15431","crovir-protein-15431","XP_011517338.1"
"crovir-transcript-15436","crovir-protein-15436","NP_037522.1"
"crovir-transcript-15434","crovir-protein-15434","NP_057098.2"
"crovir-transcript-15433","crovir-protein-15433","NP_872311.2"
"crovir-transcript-15432","crovir-protein-15432","XP_011517515.1"
"crovir-transcript-15435","crovir-protein-15435","NP_001095890.1"
"crovir-transcript-15443","crovir-protein-15443","NP_000680.2"
"crovir-transcript-15438","crovir-protein-15438","NP_000490.1"
"crovir-transcript-15440","crovir-protein-15440","XP_016870146.1"
"crovir-transcript-15445","crovir-protein-15445","XP_005274365.2"
"crovir-transcript-15457","crovir-protein-15457","NP_060132.3"
"crovir-transcript-15458","crovir-protein-15458","NP_689633.1"
"crovir-transcript-15459","crovir-protein-15459","NP_001317607.1"
"crovir-transcript-15456","crovir-protein-15456","NP_056541.2"
"crovir-transcript-15455","crovir-protein-15455","XP_006717116.1"
"crovir-transcript-15446","crovir-protein-15446","XP_005252096.1"
"crovir-transcript-15448","crovir-protein-15448","XP_005252096.1"
"crovir-transcript-15447","crovir-protein-15447","XP_005252096.1"
"crovir-transcript-15449","crovir-protein-15449","NP_060809.3"
"crovir-transcript-15450","crovir-protein-15450","XP_006717045.1"
"crovir-transcript-15462","crovir-protein-15462","NP_150648.2"
"crovir-transcript-15465","crovir-protein-15465","NP_004288.1"
"crovir-transcript-15466","crovir-protein-15466","NP_002063.2"
"crovir-transcript-15463","crovir-protein-15463","NP_001092272.1"
"crovir-transcript-15464","crovir-protein-15464","NP_478059.1"
"crovir-transcript-15452","crovir-protein-15452","XP_011517254.1"
"crovir-transcript-15460","crovir-protein-15460","XP_011517254.1"
"crovir-transcript-15461","crovir-protein-15461","XP_005252208.1"
"crovir-transcript-15484","crovir-protein-15484","NP_689786.2"
"crovir-transcript-15477","crovir-protein-15477","NP_036436.1"
"crovir-transcript-15479","crovir-protein-15479","NP_777598.3"
"crovir-transcript-15475","crovir-protein-15475","XP_006717173.1"
"crovir-transcript-15483","crovir-protein-15483","NP_038466.2"
"crovir-transcript-15480","crovir-protein-15480","NP_079487.2"
"crovir-transcript-15481","crovir-protein-15481","XP_011517150.1"
"crovir-transcript-15476","crovir-protein-15476","NP_115683.3"
"crovir-transcript-15482","crovir-protein-15482","NP_002131.2"
"crovir-transcript-15485","crovir-protein-15485","NP_002131.2"
"crovir-transcript-15478","crovir-protein-15478","XP_011517207.1"
"crovir-transcript-15468","crovir-protein-15468","NP_006171.2"
"crovir-transcript-15472","crovir-protein-15472","NP_001273644.1"
"crovir-transcript-15471","crovir-protein-15471","NP_001308810.1"
"crovir-transcript-15473","crovir-protein-15473","NP_057632.2"
"crovir-transcript-15474","crovir-protein-15474",NA
"crovir-transcript-15469","crovir-protein-15469","NP_112202.2"
"crovir-transcript-15470","crovir-protein-15470","XP_011517313.1"
"crovir-transcript-15486","crovir-protein-15486","NP_001275658.1"
"crovir-transcript-15487","crovir-protein-15487","NP_001244900.1"
"crovir-transcript-15488","crovir-protein-15488","NP_000498.2"
"crovir-transcript-15490","crovir-protein-15490","XP_011517421.1"
"crovir-transcript-15491","crovir-protein-15491","XP_011517421.1"
"crovir-transcript-15492","crovir-protein-15492","NP_000127.2"
